X_cm-1,raw_Y,raw_E,smoothed_Y,smoothed_E,effective_window_points
2.393449999999999989e+01,7.984579999999999456e-02,7.939140000000000780e-03,8.445632000000000139e-02,3.824839163795517964e-03,5.000000000000000000e+00
2.405549999999999855e+01,8.150229999999999975e-02,8.034390000000000628e-03,8.408043999999999241e-02,3.546321828613979796e-03,5.000000000000000000e+00
2.415630000000000166e+01,8.365849999999999675e-02,9.941220000000000612e-03,8.320057999999999621e-02,3.240170300928641063e-03,5.000000000000000000e+00
2.425710000000000122e+01,8.710690000000000099e-02,4.288949999999999707e-03,8.355344000000000659e-02,2.943367310254022678e-03,5.000000000000000000e+00
2.437839999999999918e+01,8.388940000000000285e-02,4.202769999999999770e-03,8.283848000000000600e-02,2.593691048630117693e-03,5.000000000000000000e+00
2.450029999999999930e+01,8.161010000000000486e-02,4.140969999999999894e-03,8.227476000000000234e-02,1.854296571248515140e-03,5.000000000000000000e+00
2.462280000000000157e+01,7.792749999999999677e-02,4.018329999999999645e-03,8.128641999999999812e-02,1.838031164993673191e-03,5.000000000000000000e+00
2.474589999999999890e+01,8.083990000000000620e-02,4.075220000000000058e-03,8.084953999999999752e-02,1.828295349960722040e-03,5.000000000000000000e+00
2.486959999999999837e+01,8.216519999999999380e-02,4.110189999999999677e-03,8.118373999999999036e-02,1.827140743680135803e-03,5.000000000000000000e+00
2.499399999999999977e+01,8.170499999999999985e-02,4.095230000000000051e-03,8.200558000000000847e-02,1.832892399085117845e-03,5.000000000000000000e+00
2.511899999999999977e+01,8.328109999999999680e-02,4.128210000000000213e-03,8.052725999999998940e-02,1.812890269363261891e-03,5.000000000000000000e+00
2.524459999999999837e+01,8.203670000000000406e-02,4.083289999999999836e-03,8.026816000000000506e-02,1.804176381164546757e-03,5.000000000000000000e+00
2.537079999999999913e+01,7.344829999999999415e-02,3.845040000000000090e-03,7.965328000000000686e-02,1.791608847019906994e-03,5.000000000000000000e+00
2.549759999999999849e+01,8.086970000000000269e-02,4.013189999999999813e-03,7.957580000000000209e-02,1.785113973072868006e-03,5.000000000000000000e+00
2.562509999999999977e+01,7.863059999999999494e-02,3.954889999999999968e-03,7.968266000000000238e-02,1.781331252359313498e-03,5.000000000000000000e+00
2.575329999999999941e+01,8.289370000000000072e-02,4.057260000000000033e-03,8.214432000000000678e-02,1.803130930135690268e-03,5.000000000000000000e+00
2.588200000000000145e+01,8.257100000000000550e-02,4.041780000000000025e-03,8.134628000000000692e-02,1.791030428929670740e-03,5.000000000000000000e+00
2.601139999999999830e+01,8.575660000000000227e-02,4.091189999999999757e-03,8.204686000000001311e-02,1.794646414838310406e-03,5.000000000000000000e+00
2.614150000000000063e+01,7.687950000000000339e-02,3.875360000000000003e-03,8.324847999999999970e-02,1.802868591570666590e-03,5.000000000000000000e+00
2.627220000000000155e+01,8.213349999999999818e-02,3.995659999999999837e-03,8.374718000000000440e-02,1.803435687829205419e-03,5.000000000000000000e+00
2.640360000000000085e+01,8.890180000000000304e-02,4.147389999999999931e-03,8.355534000000000572e-02,1.797753999449312832e-03,5.000000000000000000e+00
2.653559999999999874e+01,8.506450000000000122e-02,4.048099999999999789e-03,8.369334000000000495e-02,1.795321047360610555e-03,5.000000000000000000e+00
2.666819999999999879e+01,8.479739999999999500e-02,4.028190000000000069e-03,8.293796000000000501e-02,1.782540409015178490e-03,5.000000000000000000e+00
2.680160000000000053e+01,7.756949999999999956e-02,3.847059999999999803e-03,8.135238000000000191e-02,1.760494268625717408e-03,5.000000000000000000e+00
2.693560000000000088e+01,7.835659999999999847e-02,3.849949999999999987e-03,8.073595999999999551e-02,1.748364533128031386e-03,5.000000000000000000e+00
2.707029999999999959e+01,8.097390000000000143e-02,3.904879999999999896e-03,7.954343999999999304e-02,1.730140327924876726e-03,5.000000000000000000e+00
2.720560000000000045e+01,8.198239999999999694e-02,3.914469999999999755e-03,8.027468000000000103e-02,1.733360514273934614e-03,5.000000000000000000e+00
2.734169999999999945e+01,7.883479999999999654e-02,3.826420000000000082e-03,7.987516000000000060e-02,1.725107990917670213e-03,5.000000000000000000e+00
2.747840000000000060e+01,8.122569999999999790e-02,3.883129999999999828e-03,8.071510000000001184e-02,1.730637760251404946e-03,5.000000000000000000e+00
2.761580000000000013e+01,7.635899999999999632e-02,3.756139999999999826e-03,8.042763999999999469e-02,1.723804301790664295e-03,5.000000000000000000e+00
2.775379999999999825e+01,8.517360000000000209e-02,3.965579999999999800e-03,8.146659999999998625e-02,1.731733952586251039e-03,5.000000000000000000e+00
2.789260000000000161e+01,8.054509999999999448e-02,3.838349999999999922e-03,8.074188000000000198e-02,1.719799892344455209e-03,5.000000000000000000e+00
2.803209999999999980e+01,8.402959999999999596e-02,3.914909999999999744e-03,8.184819999999999596e-02,1.727667141074344702e-03,5.000000000000000000e+00
2.817220000000000013e+01,7.760209999999999331e-02,3.748190000000000202e-03,8.121363999999998973e-02,1.716480080937731172e-03,5.000000000000000000e+00
2.831309999999999860e+01,8.189059999999999395e-02,3.845340000000000043e-03,8.153801999999998884e-02,1.716363815586893424e-03,5.000000000000000000e+00
2.845469999999999899e+01,8.200079999999999869e-02,3.842209999999999983e-03,8.066473999999998479e-02,1.703945654507795730e-03,5.000000000000000000e+00
2.859690000000000154e+01,8.216700000000000392e-02,3.837049999999999836e-03,8.200409999999999644e-02,1.713830136109176835e-03,5.000000000000000000e+00
2.873989999999999867e+01,7.966320000000000345e-02,3.776859999999999939e-03,8.220696000000000947e-02,1.712446643610246759e-03,5.000000000000000000e+00
2.888360000000000127e+01,8.429889999999999606e-02,3.859210000000000071e-03,8.147854000000000207e-02,1.700927654714332743e-03,5.000000000000000000e+00
2.902799999999999869e+01,8.290490000000000359e-02,3.829899999999999798e-03,8.019458000000000142e-02,1.683667522935570300e-03,5.000000000000000000e+00
2.917320000000000135e+01,7.835870000000000335e-02,3.712089999999999921e-03,7.946732000000000795e-02,1.671722119722054587e-03,5.000000000000000000e+00
2.931899999999999906e+01,7.574720000000000064e-02,3.641769999999999903e-03,7.711505999999999916e-02,1.643910355165390316e-03,5.000000000000000000e+00
2.946559999999999846e+01,7.602689999999999448e-02,3.641789999999999784e-03,7.336225999999999858e-02,1.599270758144473708e-03,5.000000000000000000e+00
2.961299999999999955e+01,7.253759999999999375e-02,3.547980000000000057e-03,7.302610000000001045e-02,1.591712838161456591e-03,5.000000000000000000e+00
2.976099999999999923e+01,6.414090000000000069e-02,3.323969999999999876e-03,7.193808000000000147e-02,1.575839931671995948e-03,5.000000000000000000e+00
2.990980000000000061e+01,7.667789999999999329e-02,3.629970000000000158e-03,7.129220000000000002e-02,1.564966511035938927e-03,5.000000000000000000e+00
3.005940000000000012e+01,7.030709999999999738e-02,3.464899999999999924e-03,7.135704000000001046e-02,1.561909374782032445e-03,5.000000000000000000e+00
3.020970000000000155e+01,7.279750000000000110e-02,3.522620000000000178e-03,7.303235999999999062e-02,1.576726181495062117e-03,5.000000000000000000e+00
3.036070000000000135e+01,7.286180000000000434e-02,3.514139999999999799e-03,7.153704000000001006e-02,1.556131438870123279e-03,5.000000000000000000e+00
3.051249999999999929e+01,7.251749999999999863e-02,3.494479999999999895e-03,7.279225999999999752e-02,1.565773104272774347e-03,5.000000000000000000e+00
3.066509999999999891e+01,6.920129999999999337e-02,3.400540000000000073e-03,7.163479999999999848e-02,1.550073953059014423e-03,5.000000000000000000e+00
3.081840000000000046e+01,7.658320000000000405e-02,3.571840000000000171e-03,7.092371999999999566e-02,1.538849676922343169e-03,5.000000000000000000e+00
3.097250000000000014e+01,6.701020000000000587e-02,3.344540000000000013e-03,7.043462000000000334e-02,1.529917130223725462e-03,5.000000000000000000e+00
3.112740000000000151e+01,6.930640000000000411e-02,3.388570000000000037e-03,7.106596000000001134e-02,1.534033519455164831e-03,5.000000000000000000e+00
3.128300000000000125e+01,7.007199999999999540e-02,3.395009999999999955e-03,6.947174000000000404e-02,1.513558565859940636e-03,5.000000000000000000e+00
3.143939999999999912e+01,7.235800000000000565e-02,3.446589999999999810e-03,7.098224000000000200e-02,1.525975339292217963e-03,5.000000000000000000e+00
3.159659999999999869e+01,6.861209999999999531e-02,3.346350000000000106e-03,7.003739999999999966e-02,1.512262663312163987e-03,5.000000000000000000e+00
3.175459999999999994e+01,7.456269999999999565e-02,3.482739999999999794e-03,6.923957999999999502e-02,1.500325023175978333e-03,5.000000000000000000e+00
3.191339999999999932e+01,6.458220000000000627e-02,3.231229999999999866e-03,6.956344000000000416e-02,1.499529135128757672e-03,5.000000000000000000e+00
3.207289999999999708e+01,6.608289999999999997e-02,3.259909999999999978e-03,7.076225999999999350e-02,1.509234840826304122e-03,5.000000000000000000e+00
3.223329999999999984e+01,7.397729999999999584e-02,3.437920000000000125e-03,7.136252000000001261e-02,1.512295022862933207e-03,5.000000000000000000e+00
3.239450000000000074e+01,7.460619999999999752e-02,3.453710000000000026e-03,7.264160000000000061e-02,1.522916843014089118e-03,5.000000000000000000e+00
3.255639999999999645e+01,7.756399999999999406e-02,3.515770000000000093e-03,7.314547999999999883e-02,1.525320952618169391e-03,5.000000000000000000e+00
3.271920000000000073e+01,7.097760000000000180e-02,3.353629999999999806e-03,7.209106000000001235e-02,1.511733019927791319e-03,5.000000000000000000e+00
3.288280000000000314e+01,6.860230000000000494e-02,3.287889999999999910e-03,7.146055999999999242e-02,1.501647108136928499e-03,5.000000000000000000e+00
3.304719999999999658e+01,6.870519999999999405e-02,3.284449999999999956e-03,7.058931999999999707e-02,1.488960205699265890e-03,5.000000000000000000e+00
3.321249999999999858e+01,7.145369999999999500e-02,3.341900000000000079e-03,7.096743999999999275e-02,1.489458748439848653e-03,5.000000000000000000e+00
3.337850000000000250e+01,7.320780000000000343e-02,3.378180000000000158e-03,7.182717999999999048e-02,1.494868851700375699e-03,5.000000000000000000e+00
3.354540000000000077e+01,7.286819999999999409e-02,3.359159999999999924e-03,7.298827999999998872e-02,1.503595558612754292e-03,5.000000000000000000e+00
3.371320000000000050e+01,7.290099999999999358e-02,3.348709999999999968e-03,7.187219999999998332e-02,1.488514837868941138e-03,5.000000000000000000e+00
3.388170000000000215e+01,7.451069999999999915e-02,3.382570000000000108e-03,7.118391999999999775e-02,1.477514163662737960e-03,5.000000000000000000e+00
3.405109999999999815e+01,6.587329999999999575e-02,3.168629999999999971e-03,7.153117999999999976e-02,1.477898125235971609e-03,5.000000000000000000e+00
3.422140000000000271e+01,6.976640000000000619e-02,3.255210000000000135e-03,7.136522000000000698e-02,1.473636143241607768e-03,5.000000000000000000e+00
3.439249999999999829e+01,7.460450000000000415e-02,3.363380000000000015e-03,7.148580000000000212e-02,1.471475269553654220e-03,5.000000000000000000e+00
3.456450000000000244e+01,7.207120000000000193e-02,3.301419999999999789e-03,7.169974000000001180e-02,1.471277218129880696e-03,5.000000000000000000e+00
3.473729999999999762e+01,7.511360000000000259e-02,3.358970000000000185e-03,7.235236000000000445e-02,1.475355187492150954e-03,5.000000000000000000e+00
3.491100000000000136e+01,6.694300000000000250e-02,3.166330000000000186e-03,7.183272000000000268e-02,1.467158960133495369e-03,5.000000000000000000e+00
3.508550000000000324e+01,7.302949999999999720e-02,3.301029999999999937e-03,7.221582000000001389e-02,1.467684079134198242e-03,5.000000000000000000e+00
3.526089999999999947e+01,7.200629999999999531e-02,3.272520000000000116e-03,7.242923999999999196e-02,1.466576140065015393e-03,5.000000000000000000e+00
3.543730000000000047e+01,7.398670000000000246e-02,3.307249999999999860e-03,7.485543999999999532e-02,1.487847342388324331e-03,5.000000000000000000e+00
3.561440000000000339e+01,7.618070000000000397e-02,3.346850000000000172e-03,7.654474000000000000e-02,1.500274413676378100e-03,5.000000000000000000e+00
3.579249999999999687e+01,7.907400000000000539e-02,3.405399999999999833e-03,7.711914000000000269e-02,1.501732764481084319e-03,5.000000000000000000e+00
3.597149999999999892e+01,8.147600000000000675e-02,3.438769999999999848e-03,7.694486000000000381e-02,1.496648397049888356e-03,5.000000000000000000e+00
3.615129999999999910e+01,7.487829999999999486e-02,3.289199999999999936e-03,7.763169999999999793e-02,1.500368064445521373e-03,5.000000000000000000e+00
3.633209999999999695e+01,7.311529999999999418e-02,3.249119999999999873e-03,7.627648000000000761e-02,1.483764041245102866e-03,5.000000000000000000e+00
3.651370000000000005e+01,7.961490000000000233e-02,3.388229999999999888e-03,7.572320000000000439e-02,1.476604207565453174e-03,5.000000000000000000e+00
3.669630000000000081e+01,7.229789999999999828e-02,3.218389999999999793e-03,7.553835999999999884e-02,1.472569972176534549e-03,5.000000000000000000e+00
3.687980000000000302e+01,7.870960000000000456e-02,3.360839999999999921e-03,7.621746000000000076e-02,1.476228251038436134e-03,5.000000000000000000e+00
3.706419999999999959e+01,7.395409999999999484e-02,3.243670000000000147e-03,7.491368000000001026e-02,1.460200009672647488e-03,5.000000000000000000e+00
3.724949999999999761e+01,7.651080000000000381e-02,3.290359999999999986e-03,7.592941999999999747e-02,1.466499720047705936e-03,5.000000000000000000e+00
3.743580000000000041e+01,7.309599999999999431e-02,3.209899999999999906e-03,7.577084000000000596e-02,1.461292490084035089e-03,5.000000000000000000e+00
3.762290000000000134e+01,7.737660000000000371e-02,3.289219999999999818e-03,7.620100000000000484e-02,1.462021298988493015e-03,5.000000000000000000e+00
3.781110000000000326e+01,7.791670000000000540e-02,3.303649999999999989e-03,7.583512000000000586e-02,1.455022981738776687e-03,5.000000000000000000e+00
3.800010000000000332e+01,7.610490000000000310e-02,3.251870000000000021e-03,7.619391999999999832e-02,1.455227765720541787e-03,5.000000000000000000e+00
3.819010000000000105e+01,7.468139999999999501e-02,3.211869999999999916e-03,7.493513999999999731e-02,1.440212753472208413e-03,5.000000000000000000e+00
3.838110000000000355e+01,7.488999999999999824e-02,3.212220000000000006e-03,7.457365999999999995e-02,1.433130141920125732e-03,5.000000000000000000e+00
3.857300000000000040e+01,7.108269999999999866e-02,3.119629999999999972e-03,7.359066000000000218e-02,1.420570641645110214e-03,5.000000000000000000e+00
3.876579999999999870e+01,7.610930000000000473e-02,3.225730000000000004e-03,7.293660000000000421e-02,1.411262277662093337e-03,5.000000000000000000e+00
3.895969999999999800e+01,7.118990000000000040e-02,3.111050000000000187e-03,7.353077999999999004e-02,1.414441474794909991e-03,5.000000000000000000e+00
3.915449999999999875e+01,7.141110000000000513e-02,3.107589999999999918e-03,7.405380000000000296e-02,1.417560087417813874e-03,5.000000000000000000e+00
3.935020000000000095e+01,7.786089999999999678e-02,3.246989999999999946e-03,7.359595999999998805e-02,1.409584738604955376e-03,5.000000000000000000e+00
3.954699999999999704e+01,7.369779999999999387e-02,3.154820000000000020e-03,7.421389999999999931e-02,1.412407219357080532e-03,5.000000000000000000e+00
3.974470000000000169e+01,7.382009999999999961e-02,3.137140000000000067e-03,7.473445999999998868e-02,1.414660616491460838e-03,5.000000000000000000e+00
3.994339999999999691e+01,7.427960000000000118e-02,3.142890000000000180e-03,7.384157999999999000e-02,1.402559330889071622e-03,5.000000000000000000e+00
4.014320000000000022e+01,7.401389999999999358e-02,3.133110000000000148e-03,7.473208000000000628e-02,1.407440905307217466e-03,5.000000000000000000e+00
4.034389999999999787e+01,7.339650000000000341e-02,3.112980000000000001e-03,7.495588000000000251e-02,1.406745270723879122e-03,5.000000000000000000e+00
4.054560000000000031e+01,7.815030000000000587e-02,3.208710000000000034e-03,7.509855999999999476e-02,1.405313875987851966e-03,5.000000000000000000e+00
4.074830000000000041e+01,7.493909999999999461e-02,3.129330000000000046e-03,7.534324000000000576e-02,1.404632324711345978e-03,5.000000000000000000e+00
4.095210000000000150e+01,7.499300000000000410e-02,3.126840000000000088e-03,7.482521999999999784e-02,1.397506381206182471e-03,5.000000000000000000e+00
4.115679999999999694e+01,7.523729999999999307e-02,3.125460000000000044e-03,7.491598000000000701e-02,1.395440204325502443e-03,5.000000000000000000e+00
4.136260000000000048e+01,7.080640000000000545e-02,3.031740000000000216e-03,7.513145999999999713e-02,1.394685729121797552e-03,5.000000000000000000e+00
4.156940000000000168e+01,7.860409999999999620e-02,3.186150000000000006e-03,7.521816000000000613e-02,1.392814671608538345e-03,5.000000000000000000e+00
4.177729999999999677e+01,7.601650000000000074e-02,3.120910000000000177e-03,7.598970000000000724e-02,1.397187629189437135e-03,5.000000000000000000e+00
4.198619999999999663e+01,7.542649999999999355e-02,3.105919999999999861e-03,7.667917999999998568e-02,1.399990089729209568e-03,5.000000000000000000e+00
4.219610000000000127e+01,7.909499999999999864e-02,3.173880000000000017e-03,7.487204000000000081e-02,1.380099626460350908e-03,5.000000000000000000e+00
4.240709999999999980e+01,7.425379999999999481e-02,3.063890000000000103e-03,7.424021999999999566e-02,1.371245990750018370e-03,5.000000000000000000e+00
4.261910000000000309e+01,6.956840000000000246e-02,2.961269999999999788e-03,7.337092000000000613e-02,1.360405156442741435e-03,5.000000000000000000e+00
4.283220000000000027e+01,7.285740000000000272e-02,3.021770000000000012e-03,7.264089999999999436e-02,1.350482447417958873e-03,5.000000000000000000e+00
4.304639999999999844e+01,7.108000000000000429e-02,2.984360000000000138e-03,7.228007999999999655e-02,1.344599736837695601e-03,5.000000000000000000e+00
4.326160000000000139e+01,7.544489999999999530e-02,3.066109999999999929e-03,7.354977999999999516e-02,1.353193638761282297e-03,5.000000000000000000e+00
4.347789999999999822e+01,7.244970000000000576e-02,2.998509999999999804e-03,7.356123999999999996e-02,1.350726723940856924e-03,5.000000000000000000e+00
4.369530000000000314e+01,7.591689999999999550e-02,3.057569999999999906e-03,7.303107999999999822e-02,1.343065565287115785e-03,5.000000000000000000e+00
4.391380000000000194e+01,7.291469999999999896e-02,2.994049999999999837e-03,7.301810000000000245e-02,1.339520379128290905e-03,5.000000000000000000e+00
4.413329999999999842e+01,6.842919999999999559e-02,2.896629999999999865e-03,7.317463999999999913e-02,1.338286113241858328e-03,5.000000000000000000e+00
4.435399999999999920e+01,7.538000000000000256e-02,3.027090000000000076e-03,7.170532000000000294e-02,1.322040527806920152e-03,5.000000000000000000e+00
4.457580000000000098e+01,7.323240000000000305e-02,2.984699999999999853e-03,7.173384000000000704e-02,1.319446958732331966e-03,5.000000000000000000e+00
4.479869999999999663e+01,6.857030000000000070e-02,2.875459999999999822e-03,7.200259999999999994e-02,1.318758377477845592e-03,5.000000000000000000e+00
4.502259999999999707e+01,7.305730000000000557e-02,2.965310000000000081e-03,7.099792000000000602e-02,1.307018386804103139e-03,5.000000000000000000e+00
4.524779999999999802e+01,6.977300000000000169e-02,2.888780000000000080e-03,7.118394000000001498e-02,1.306194540564306530e-03,5.000000000000000000e+00
4.547399999999999665e+01,7.035660000000000525e-02,2.896999999999999836e-03,7.145920000000001437e-02,1.306462345165753389e-03,5.000000000000000000e+00
4.570139999999999958e+01,7.416250000000000620e-02,2.975670000000000138e-03,7.112002000000001989e-02,1.300948202692174798e-03,5.000000000000000000e+00
4.592990000000000350e+01,6.994659999999999767e-02,2.878499999999999982e-03,7.172878000000000587e-02,1.304555750479066255e-03,5.000000000000000000e+00
4.615950000000000131e+01,7.136140000000000538e-02,2.904069999999999915e-03,7.200668000000000346e-02,1.304594836817929470e-03,5.000000000000000000e+00
4.639030000000000342e+01,7.281680000000000097e-02,2.929170000000000038e-03,7.153001999999999971e-02,1.296965406562565048e-03,5.000000000000000000e+00
4.662230000000000274e+01,7.174609999999999321e-02,2.897439999999999825e-03,7.242474000000000134e-02,1.302054014738252040e-03,5.000000000000000000e+00
4.685540000000000305e+01,7.177920000000000134e-02,2.891089999999999806e-03,7.194596000000000324e-02,1.295160025170635169e-03,5.000000000000000000e+00
4.708970000000000056e+01,7.442020000000000579e-02,2.935370000000000080e-03,7.205806000000000711e-02,1.293732845230420722e-03,5.000000000000000000e+00
4.732509999999999906e+01,6.896750000000000103e-02,2.825949999999999816e-03,7.239924000000000359e-02,1.294489812883824935e-03,5.000000000000000000e+00
4.756170000000000186e+01,7.337730000000000641e-02,2.913359999999999821e-03,7.256197999999999815e-02,1.294022927818514433e-03,5.000000000000000000e+00
4.779950000000000188e+01,7.345200000000000340e-02,2.905880000000000008e-03,7.191376000000000712e-02,1.286564454335654192e-03,5.000000000000000000e+00
4.803849999999999909e+01,7.259290000000000187e-02,2.885860000000000074e-03,7.256664000000000170e-02,1.289789804230131228e-03,5.000000000000000000e+00
4.827870000000000061e+01,7.117909999999999515e-02,2.852229999999999870e-03,7.271659999999999235e-02,1.288258299638702113e-03,5.000000000000000000e+00
4.852009999999999934e+01,7.223190000000000166e-02,2.862470000000000205e-03,7.192210000000001657e-02,1.278829865450443722e-03,5.000000000000000000e+00
4.876270000000000238e+01,7.412710000000000132e-02,2.896370000000000108e-03,7.176198000000000299e-02,1.274761121616124629e-03,5.000000000000000000e+00
4.900650000000000261e+01,6.947949999999999959e-02,2.799830000000000114e-03,7.189258000000001148e-02,1.273333252441009693e-03,5.000000000000000000e+00
4.925160000000000338e+01,7.179230000000000333e-02,2.840500000000000143e-03,7.169748000000000787e-02,1.269055796563728659e-03,5.000000000000000000e+00
4.949779999999999802e+01,7.183209999999999595e-02,2.836239999999999855e-03,7.164275999999999978e-02,1.265998882239633078e-03,5.000000000000000000e+00
4.974530000000000030e+01,7.125639999999999752e-02,2.814580000000000120e-03,7.184941999999999718e-02,1.264918008805313975e-03,5.000000000000000000e+00
4.999399999999999977e+01,7.385350000000000248e-02,2.862729999999999962e-03,7.245843999999999896e-02,1.267726434715313495e-03,5.000000000000000000e+00
5.024399999999999977e+01,7.051280000000000048e-02,2.787589999999999946e-03,7.258020000000001137e-02,1.266165108614196715e-03,5.000000000000000000e+00
5.049519999999999698e+01,7.483739999999999837e-02,2.871630000000000016e-03,7.309902000000000066e-02,1.268353847670278430e-03,5.000000000000000000e+00
5.074770000000000181e+01,7.244090000000000251e-02,2.818750000000000075e-03,7.191425999999999374e-02,1.256125139937896420e-03,5.000000000000000000e+00
5.100150000000000006e+01,7.385049999999999948e-02,2.839110000000000158e-03,7.164262000000000408e-02,1.251506314759937618e-03,5.000000000000000000e+00
5.125650000000000261e+01,6.792969999999999564e-02,2.724600000000000199e-03,7.049602000000000646e-02,1.239005489942639465e-03,5.000000000000000000e+00
5.151270000000000238e+01,6.915459999999999663e-02,2.735159999999999935e-03,7.141200000000000325e-02,1.244586346282169388e-03,5.000000000000000000e+00
5.177029999999999887e+01,6.910439999999999638e-02,2.732749999999999936e-03,7.066036000000000539e-02,1.235646612979617335e-03,5.000000000000000000e+00
5.202920000000000300e+01,7.702080000000000037e-02,2.879560000000000192e-03,7.224790000000000378e-02,1.246380235469096319e-03,5.000000000000000000e+00
5.228929999999999723e+01,7.009229999999999627e-02,2.739749999999999998e-03,7.235971999999998849e-02,1.245552754033324742e-03,5.000000000000000000e+00
5.255069999999999908e+01,7.586740000000000150e-02,2.844199999999999853e-03,7.271582000000001433e-02,1.246191455834937080e-03,5.000000000000000000e+00
5.281349999999999767e+01,6.971370000000000344e-02,2.725720000000000053e-03,7.126342000000000787e-02,1.231494280837714707e-03,5.000000000000000000e+00
5.307759999999999678e+01,7.088490000000000069e-02,2.740020000000000129e-03,7.183504000000000278e-02,1.234159503723890588e-03,5.000000000000000000e+00
5.334300000000000352e+01,6.975879999999999581e-02,2.716890000000000017e-03,7.111676000000000109e-02,1.226347494647418322e-03,5.000000000000000000e+00
5.360969999999999658e+01,7.295039999999999858e-02,2.769569999999999844e-03,7.184986000000000150e-02,1.230691878577249484e-03,5.000000000000000000e+00
5.387769999999999726e+01,7.227600000000000691e-02,2.758430000000000083e-03,7.200004000000000126e-02,1.230355432175596992e-03,5.000000000000000000e+00
5.414710000000000178e+01,7.337920000000000553e-02,2.774239999999999866e-03,7.182616000000000001e-02,1.227073787282574168e-03,5.000000000000000000e+00
5.441779999999999973e+01,7.163579999999999948e-02,2.736240000000000026e-03,7.080791999999999642e-02,1.216801607880265649e-03,5.000000000000000000e+00
5.468990000000000151e+01,6.888940000000000341e-02,2.679529999999999846e-03,7.172678000000000387e-02,1.222510525885155738e-03,5.000000000000000000e+00
5.496340000000000003e+01,6.785919999999999452e-02,2.653850000000000132e-03,7.134394000000000846e-02,1.217040721954692822e-03,5.000000000000000000e+00
5.523819999999999908e+01,7.687030000000000252e-02,2.820829999999999865e-03,7.245527999999999691e-02,1.224310327609793615e-03,5.000000000000000000e+00
5.551440000000000197e+01,7.146500000000000075e-02,2.713450000000000063e-03,7.305048000000000097e-02,1.227494916331631864e-03,5.000000000000000000e+00
5.579200000000000159e+01,7.719249999999999723e-02,2.816149999999999903e-03,7.397565999999999864e-02,1.233460363569093259e-03,5.000000000000000000e+00
5.607090000000000174e+01,7.186539999999999595e-02,2.715710000000000086e-03,7.294722000000000706e-02,1.222896584074058225e-03,5.000000000000000000e+00
5.635130000000000194e+01,7.248509999999999676e-02,2.722120000000000182e-03,7.281851999999999769e-02,1.220101559004003588e-03,5.000000000000000000e+00
5.663300000000000267e+01,7.172810000000000297e-02,2.703399999999999900e-03,7.232967999999999342e-02,1.213682431272695072e-03,5.000000000000000000e+00
5.691620000000000346e+01,7.082149999999999557e-02,2.681810000000000183e-03,7.221141999999999839e-02,1.210722829483280253e-03,5.000000000000000000e+00
5.720080000000000098e+01,7.474830000000000363e-02,2.745930000000000159e-03,7.287474000000000729e-02,1.214339381909357264e-03,5.000000000000000000e+00
5.748680000000000234e+01,7.127410000000000689e-02,2.682480000000000107e-03,7.254590000000001038e-02,1.209556238690868155e-03,5.000000000000000000e+00
5.777420000000000044e+01,7.580169999999999964e-02,2.762099999999999972e-03,7.355468000000001116e-02,1.216246746416203188e-03,5.000000000000000000e+00
5.806309999999999860e+01,7.008390000000000453e-02,2.649250000000000129e-03,7.231992000000000975e-02,1.204614549128475449e-03,5.000000000000000000e+00
5.835340000000000060e+01,7.586539999999999950e-02,2.756419999999999877e-03,7.325338000000000682e-02,1.210580154948857510e-03,5.000000000000000000e+00
5.864520000000000266e+01,6.857449999999999657e-02,2.614599999999999910e-03,7.263609999999999511e-02,1.203291836071366432e-03,5.000000000000000000e+00
5.893840000000000146e+01,7.594140000000000612e-02,2.748800000000000028e-03,7.342067999999998817e-02,1.207587329103779585e-03,5.000000000000000000e+00
5.923310000000000031e+01,7.271529999999999661e-02,2.681300000000000176e-03,7.290531999999999568e-02,1.201081819948999216e-03,5.000000000000000000e+00
5.952929999999999922e+01,7.400679999999999759e-02,2.697670000000000103e-03,7.447259999999999991e-02,1.211843525546099469e-03,5.000000000000000000e+00
5.982690000000000197e+01,7.328859999999999542e-02,2.684419999999999862e-03,7.312302000000001079e-02,1.198435816492481130e-03,5.000000000000000000e+00
6.012599999999999767e+01,7.641090000000000382e-02,2.735930000000000133e-03,7.225035999999999958e-02,1.189493392923222622e-03,5.000000000000000000e+00
6.042669999999999675e+01,6.919350000000000500e-02,2.597690000000000155e-03,7.232805999999999957e-02,1.188370562395417137e-03,5.000000000000000000e+00
6.072879999999999967e+01,6.835199999999999609e-02,2.579829999999999970e-03,7.264086000000000154e-02,1.188995563855475531e-03,5.000000000000000000e+00
6.103240000000000265e+01,7.439529999999999754e-02,2.685270000000000018e-03,7.191411999999999805e-02,1.181125746775507418e-03,5.000000000000000000e+00
6.133760000000000190e+01,7.485260000000000524e-02,2.691330000000000024e-03,7.312288000000000121e-02,1.189436331691612640e-03,5.000000000000000000e+00
6.164430000000000121e+01,7.277720000000000022e-02,2.649340000000000028e-03,7.463299999999999101e-02,1.199944072653388394e-03,5.000000000000000000e+00
6.195250000000000057e+01,7.523729999999999307e-02,2.690820000000000017e-03,7.508953999999998241e-02,1.201724352328769393e-03,5.000000000000000000e+00
6.226230000000000331e+01,7.590260000000000062e-02,2.698739999999999820e-03,7.531254000000001114e-02,1.201735998249199447e-03,5.000000000000000000e+00
