X_cm-1,subtracted_Y,subtracted_E,pureMeOH_raw_Y,pureMeOH_raw_E,emptyAlcan_Y,emptyAlcan_E
1.885320000000000107e+01,3.274002999999999775e-01,2.453605151663364181e-02,3.697759999999999936e-01,2.423089999999999966e-02,4.237570000000000225e-02,3.857629999999999913e-03
1.897419999999999973e+01,2.884081000000000006e-01,2.291831818529448811e-02,3.224779999999999869e-01,2.265529999999999974e-02,3.406990000000000018e-02,3.462180000000000032e-03
1.909519999999999840e+01,2.856736000000000275e-01,2.307197921803848945e-02,3.257050000000000223e-01,2.276490000000000111e-02,4.003140000000000170e-02,3.751739999999999936e-03
1.921620000000000061e+01,2.912062000000000261e-01,2.307727211554476757e-02,3.275230000000000086e-01,2.279830000000000051e-02,3.631680000000000325e-02,3.577429999999999933e-03
1.933709999999999951e+01,3.012581000000000286e-01,2.387822807587698659e-02,3.458200000000000163e-01,2.354629999999999918e-02,4.456190000000000151e-02,3.967560000000000184e-03
1.945810000000000173e+01,2.895595000000000252e-01,2.315607684005431890e-02,3.257590000000000208e-01,2.287799999999999903e-02,3.619950000000000251e-02,3.577850000000000041e-03
1.957910000000000039e+01,3.287338999999999678e-01,2.437399090054807177e-02,3.633509999999999796e-01,2.412210000000000049e-02,3.461709999999999787e-02,3.495100000000000116e-03
1.970009999999999906e+01,3.089538000000000006e-01,2.362170044359422974e-02,3.408849999999999936e-01,2.338109999999999841e-02,3.193119999999999986e-02,3.362870000000000009e-03
1.982110000000000127e+01,3.364692999999999712e-01,2.456510694733690658e-02,3.679209999999999980e-01,2.433729999999999921e-02,3.145169999999999910e-02,3.337709999999999809e-03
1.994209999999999994e+01,2.721328999999999554e-01,2.261102088787898812e-02,3.092269999999999741e-01,2.231779999999999875e-02,3.709409999999999791e-02,3.629610000000000128e-03
2.006299999999999883e+01,2.666820999999999775e-01,2.250958314202197719e-02,3.074479999999999991e-01,2.218629999999999908e-02,4.076590000000000075e-02,3.801240000000000001e-03
2.018400000000000105e+01,3.093170000000000086e-01,2.385948558917396281e-02,3.465420000000000167e-01,2.358029999999999848e-02,3.722500000000000114e-02,3.639299999999999827e-03
2.030499999999999972e+01,2.804279000000000077e-01,2.279589658249922893e-02,3.151019999999999932e-01,2.252380000000000007e-02,3.467409999999999937e-02,3.511600000000000138e-03
2.042599999999999838e+01,2.687499999999999889e-01,2.222387076896371882e-02,2.997670000000000057e-01,2.197330000000000116e-02,3.101699999999999943e-02,3.327839999999999878e-03
2.054700000000000060e+01,3.079426000000000108e-01,2.381223185688607219e-02,3.430460000000000176e-01,2.354969999999999980e-02,3.510339999999999988e-02,3.526189999999999793e-03
2.066799999999999926e+01,3.219551999999999969e-01,2.445090790252173879e-02,3.606179999999999941e-01,2.416700000000000098e-02,3.866279999999999717e-02,3.715239999999999862e-03
2.078890000000000171e+01,3.376436000000000437e-01,2.481673016238037863e-02,3.722400000000000153e-01,2.456679999999999975e-02,3.459639999999999938e-02,3.513179999999999862e-03
2.090990000000000038e+01,3.171059999999999990e-01,2.392952745065393336e-02,3.470770000000000244e-01,2.370540000000000147e-02,2.997100000000000111e-02,3.267459999999999809e-03
2.103089999999999904e+01,3.474951000000000012e-01,2.520737081541031890e-02,3.838329999999999798e-01,2.494779999999999914e-02,3.633789999999999937e-02,3.608160000000000013e-03
2.115190000000000126e+01,3.176086000000000187e-01,2.450772158556564079e-02,3.612360000000000015e-01,2.418570000000000095e-02,4.362739999999999674e-02,3.959840000000000061e-03
2.127289999999999992e+01,3.136113999999999846e-01,2.398178326137570884e-02,3.465110000000000134e-01,2.373460000000000153e-02,3.289960000000000107e-02,3.434340000000000136e-03
2.139389999999999858e+01,3.232289000000000412e-01,2.439482890095562989e-02,3.577600000000000224e-01,2.413890000000000133e-02,3.453110000000000207e-02,3.524370000000000194e-03
2.151480000000000103e+01,2.963010999999999839e-01,2.351958241132057204e-02,3.321629999999999860e-01,2.324410000000000018e-02,3.586190000000000211e-02,3.589230000000000111e-03
2.163579999999999970e+01,3.294390999999999847e-01,2.464872415327819602e-02,3.647670000000000079e-01,2.438799999999999996e-02,3.532790000000000236e-02,3.575619999999999840e-03
2.175679999999999836e+01,3.142610999999999599e-01,2.393783303162589846e-02,3.445829999999999727e-01,2.370840000000000100e-02,3.032189999999999885e-02,3.306299999999999864e-03
2.187780000000000058e+01,3.192977000000000176e-01,2.436366605526557594e-02,3.554880000000000262e-01,2.409450000000000133e-02,3.619030000000000163e-02,3.611549999999999830e-03
2.199879999999999924e+01,2.907843999999999984e-01,2.346019508519910091e-02,3.277510000000000145e-01,2.317469999999999947e-02,3.696660000000000224e-02,3.648839999999999983e-03
2.211980000000000146e+01,3.296005000000000185e-01,2.486786378136248213e-02,3.680849999999999955e-01,2.458710000000000062e-02,3.848449999999999788e-02,3.726279999999999783e-03
2.224070000000000036e+01,3.126297999999999577e-01,2.394042092586510725e-02,3.428959999999999786e-01,2.371059999999999834e-02,3.026620000000000005e-02,3.309260000000000066e-03
2.236169999999999902e+01,3.411694000000000115e-01,2.524334421907089426e-02,3.802050000000000152e-01,2.496179999999999927e-02,3.903559999999999669e-02,3.759649999999999798e-03
2.248270000000000124e+01,3.320329000000000197e-01,2.493997766523659357e-02,3.692300000000000026e-01,2.466720000000000024e-02,3.719709999999999683e-02,3.678550000000000049e-03
2.260369999999999990e+01,3.703280999999999934e-01,2.602597627009599693e-02,4.038019999999999943e-01,2.579180000000000014e-02,3.347390000000000088e-02,3.483459999999999855e-03
2.272469999999999857e+01,3.455962999999999674e-01,2.519931805401884328e-02,3.776789999999999869e-01,2.496639999999999970e-02,3.208269999999999872e-02,3.418259999999999788e-03
2.284570000000000078e+01,3.797187000000000201e-01,2.612482817069042285e-02,4.084760000000000058e-01,2.592399999999999913e-02,2.875729999999999953e-02,3.233090000000000096e-03
2.296659999999999968e+01,3.496749999999999581e-01,2.499261398459352856e-02,3.736809999999999854e-01,2.481649999999999828e-02,2.400599999999999956e-02,2.961769999999999854e-03
2.308759999999999835e+01,3.426486000000000254e-01,2.511057959875876572e-02,3.741650000000000253e-01,2.488140000000000143e-02,3.151639999999999997e-02,3.384840000000000071e-03
2.320860000000000056e+01,3.606454000000000049e-01,2.565971324420637453e-02,3.905689999999999995e-01,2.544609999999999927e-02,2.992360000000000159e-02,3.304070000000000097e-03
2.332959999999999923e+01,3.400669000000000053e-01,2.501220249963805389e-02,3.705490000000000173e-01,2.478829999999999922e-02,3.048210000000000156e-02,3.339229999999999889e-03
2.345060000000000144e+01,3.838850000000000318e-01,2.631002189348385922e-02,4.118970000000000131e-01,2.611399999999999832e-02,2.801199999999999871e-02,3.205659999999999933e-03
2.357160000000000011e+01,4.067989000000000188e-01,2.728527726113296956e-02,4.400700000000000167e-01,2.706039999999999834e-02,3.327109999999999790e-02,3.495869999999999880e-03
2.369249999999999901e+01,3.558171999999999446e-01,2.587386772755283226e-02,3.927649999999999753e-01,2.561130000000000004e-02,3.694780000000000286e-02,3.676730000000000016e-03
2.381350000000000122e+01,3.831995999999999736e-01,2.680564528721702047e-02,4.227380000000000027e-01,2.653360000000000093e-02,3.953840000000000132e-02,3.809289999999999898e-03
2.393449999999999989e+01,3.514148999999999745e-01,2.556210593598266106e-02,3.838289999999999758e-01,2.532770000000000160e-02,3.241410000000000124e-02,3.453819999999999807e-03
2.405549999999999855e+01,3.418001000000000511e-01,2.539849530580306006e-02,3.778790000000000204e-01,2.513510000000000050e-02,3.607889999999999708e-02,3.648329999999999976e-03
2.415630000000000166e+01,3.681166000000000160e-01,3.223769521650857867e-02,4.075810000000000266e-01,3.189650000000000124e-02,3.946439999999999670e-02,4.677849999999999890e-03
2.425710000000000122e+01,3.828526999999999902e-01,1.372011153347158473e-02,4.118249999999999966e-01,1.361470000000000041e-02,2.897229999999999944e-02,1.697469999999999968e-03
2.437839999999999918e+01,3.891506000000000132e-01,1.380065750731101874e-02,4.205849999999999866e-01,1.368729999999999947e-02,3.143440000000000123e-02,1.765209999999999913e-03
2.450029999999999930e+01,3.904281000000000557e-01,1.379110811318655545e-02,4.229840000000000266e-01,1.367430000000000034e-02,3.255589999999999873e-02,1.791140000000000093e-03
2.462280000000000157e+01,3.728309000000000206e-01,1.341890095622216145e-02,4.033329999999999971e-01,1.330740000000000048e-02,3.050210000000000074e-02,1.726270000000000018e-03
2.474589999999999890e+01,3.882295999999999525e-01,1.370937291797476830e-02,4.214049999999999740e-01,1.359020000000000020e-02,3.317540000000000072e-02,1.803710000000000035e-03
2.486959999999999837e+01,3.668048999999999893e-01,1.330553793350723601e-02,3.986609999999999876e-01,1.318970000000000038e-02,3.185609999999999831e-02,1.751900000000000028e-03
2.499399999999999977e+01,3.864894999999999858e-01,1.354715383541502463e-02,4.167319999999999913e-01,1.343880000000000075e-02,3.024249999999999855e-02,1.709980000000000050e-03
2.511899999999999977e+01,3.763413000000000452e-01,1.332533780622465261e-02,4.052430000000000199e-01,1.322180000000000057e-02,2.890169999999999892e-02,1.657899999999999912e-03
2.524459999999999837e+01,3.866514999999999813e-01,1.341762518154759019e-02,4.139410000000000034e-01,1.332069999999999955e-02,2.728950000000000126e-02,1.609849999999999910e-03
2.537079999999999913e+01,3.885685999999999862e-01,1.351017528237143106e-02,4.199060000000000015e-01,1.339959999999999936e-02,3.133740000000000137e-02,1.724980000000000090e-03
2.549759999999999849e+01,3.999233000000000371e-01,1.362380500521421893e-02,4.306340000000000168e-01,1.351720000000000005e-02,3.071070000000000050e-02,1.700990000000000097e-03
2.562509999999999977e+01,4.022171999999999970e-01,1.358198316750908012e-02,4.308469999999999800e-01,1.348260000000000083e-02,2.862980000000000039e-02,1.640050000000000101e-03
2.575329999999999941e+01,3.894044999999999868e-01,1.340573348922393000e-02,4.213199999999999723e-01,1.329400000000000026e-02,3.191549999999999943e-02,1.727210000000000073e-03
2.588200000000000145e+01,4.050676000000000276e-01,1.357986638543988087e-02,4.352150000000000185e-01,1.347680000000000058e-02,3.014740000000000128e-02,1.669920000000000085e-03
2.601139999999999830e+01,4.097929999999999628e-01,1.365022032591781988e-02,4.408199999999999896e-01,1.354529999999999970e-02,3.102699999999999902e-02,1.689189999999999919e-03
2.614150000000000063e+01,3.933906999999999821e-01,1.332727317781473228e-02,4.228790000000000049e-01,1.322540000000000000e-02,2.948829999999999854e-02,1.644690000000000084e-03
2.627220000000000155e+01,4.158667999999999809e-01,1.363994962259391930e-02,4.462389999999999968e-01,1.353709999999999983e-02,3.037219999999999850e-02,1.671869999999999997e-03
2.640360000000000085e+01,4.205355999999999539e-01,1.370828139615247292e-02,4.512959999999999749e-01,1.360639999999999940e-02,3.076040000000000024e-02,1.668189999999999951e-03
2.653559999999999874e+01,4.274848999999999455e-01,1.381329481977779279e-02,4.603729999999999767e-01,1.370530000000000012e-02,3.288810000000000344e-02,1.723909999999999939e-03
2.666819999999999879e+01,4.335411999999999599e-01,1.376740117409237102e-02,4.615719999999999823e-01,1.367600000000000066e-02,2.803080000000000155e-02,1.583779999999999910e-03
2.680160000000000053e+01,4.221514000000000100e-01,1.359794052841826334e-02,4.512070000000000247e-01,1.350179999999999957e-02,2.905560000000000087e-02,1.614119999999999921e-03
2.693560000000000088e+01,4.152584999999999749e-01,1.341778136207323960e-02,4.439629999999999965e-01,1.332299999999999977e-02,2.870450000000000085e-02,1.592019999999999980e-03
2.707029999999999959e+01,4.284441999999999973e-01,1.358078852395912944e-02,4.563329999999999886e-01,1.349009999999999966e-02,2.788879999999999831e-02,1.566850000000000057e-03
2.720560000000000045e+01,4.154475000000000251e-01,1.342723597581050796e-02,4.465390000000000192e-01,1.332509999999999944e-02,3.109150000000000108e-02,1.652990000000000015e-03
2.734169999999999945e+01,4.342640999999999862e-01,1.367691923073686804e-02,4.660320000000000018e-01,1.357479999999999971e-02,3.176790000000000169e-02,1.668210000000000049e-03
2.747840000000000060e+01,4.238534999999999942e-01,1.342975017897205664e-02,4.525049999999999906e-01,1.333649999999999940e-02,2.865149999999999988e-02,1.579859999999999988e-03
2.761580000000000013e+01,4.476181000000000187e-01,1.376812828122980607e-02,4.780360000000000165e-01,1.367209999999999953e-02,3.041790000000000119e-02,1.623279999999999949e-03
2.775379999999999825e+01,4.464628999999999959e-01,1.376017042118301593e-02,4.788890000000000091e-01,1.365809999999999941e-02,3.242609999999999937e-02,1.672899999999999951e-03
2.789260000000000161e+01,4.582872000000000057e-01,1.380858330772566887e-02,4.860410000000000008e-01,1.372199999999999982e-02,2.775379999999999861e-02,1.543920000000000058e-03
2.803209999999999980e+01,4.640563999999999800e-01,1.391566727312779778e-02,4.945959999999999801e-01,1.382180000000000041e-02,3.053960000000000008e-02,1.613580000000000092e-03
2.817220000000000013e+01,4.517955000000000165e-01,1.366981897811379160e-02,4.794720000000000093e-01,1.358380000000000004e-02,2.767649999999999971e-02,1.531119999999999964e-03
2.831309999999999860e+01,4.734227000000000296e-01,1.394263403694223115e-02,5.011560000000000459e-01,1.385800000000000053e-02,2.773329999999999892e-02,1.533910000000000091e-03
2.845469999999999899e+01,4.739397999999999667e-01,1.391836931888574234e-02,5.017949999999999910e-01,1.383419999999999962e-02,2.785520000000000010e-02,1.528370000000000032e-03
2.859690000000000154e+01,4.633588999999999625e-01,1.376286821321776738e-02,4.917039999999999744e-01,1.367600000000000066e-02,2.834510000000000154e-02,1.543880000000000079e-03
2.873989999999999867e+01,4.592227999999999866e-01,1.363223430245020379e-02,4.871659999999999879e-01,1.354640000000000011e-02,2.794320000000000137e-02,1.527369999999999900e-03
2.888360000000000127e+01,4.909762000000000293e-01,1.405088265955203169e-02,5.190270000000000161e-01,1.396769999999999956e-02,2.805080000000000073e-02,1.526650000000000056e-03
2.902799999999999869e+01,4.908473000000000419e-01,1.404628985194666946e-02,5.213590000000000169e-01,1.395599999999999966e-02,3.051169999999999924e-02,1.590070000000000068e-03
2.917320000000000135e+01,4.757487999999999717e-01,1.373306208127306194e-02,5.008219999999999894e-01,1.365740000000000010e-02,2.507320000000000035e-02,1.439589999999999924e-03
2.931899999999999906e+01,4.956280000000000685e-01,1.401861551025635443e-02,5.231710000000000527e-01,1.393750000000000024e-02,2.754300000000000151e-02,1.505880000000000022e-03
2.946559999999999846e+01,5.080647000000000357e-01,1.417556613026795670e-02,5.371040000000000258e-01,1.409140000000000045e-02,2.903930000000000053e-02,1.542439999999999957e-03
2.961299999999999955e+01,5.092056000000000360e-01,1.419246330354600669e-02,5.400030000000000108e-01,1.410400000000000022e-02,3.079739999999999908e-02,1.582150000000000049e-03
2.976099999999999923e+01,5.247142000000000195e-01,1.431020468114974249e-02,5.528389999999999693e-01,1.423080000000000005e-02,2.812479999999999841e-02,1.505419999999999935e-03
2.990980000000000061e+01,5.185403999999999014e-01,1.419568362427114754e-02,5.450779999999999514e-01,1.412019999999999942e-02,2.653760000000000147e-02,1.461980000000000094e-03
3.005940000000000012e+01,5.349017999999999828e-01,1.435279897147591181e-02,5.628469999999999862e-01,1.427450000000000073e-02,2.794519999999999990e-02,1.497159999999999984e-03
3.020970000000000155e+01,4.926852999999999927e-01,1.383853446714643914e-02,5.225940000000000030e-01,1.375159999999999924e-02,2.990869999999999987e-02,1.548719999999999958e-03
3.036070000000000135e+01,5.187256000000000089e-01,1.413878951736675417e-02,5.496459999999999679e-01,1.405190000000000085e-02,3.092040000000000066e-02,1.565079999999999943e-03
3.051249999999999929e+01,5.314927999999999875e-01,1.426208334893959429e-02,5.602489999999999970e-01,1.418220000000000071e-02,2.875619999999999912e-02,1.507389999999999945e-03
3.066509999999999891e+01,5.470292999999999406e-01,1.441104861873694631e-02,5.758109999999999618e-01,1.433240000000000035e-02,2.878170000000000034e-02,1.503540000000000041e-03
3.081840000000000046e+01,5.489059000000000577e-01,1.437303762033621118e-02,5.762260000000000160e-01,1.429829999999999990e-02,2.732009999999999994e-02,1.463840000000000106e-03
3.097250000000000014e+01,5.692057000000000366e-01,1.459890277118455239e-02,5.962830000000000075e-01,1.452600000000000072e-02,2.707729999999999859e-02,1.457149999999999938e-03
3.112740000000000151e+01,5.603388999999999731e-01,1.447570636124192664e-02,5.886139999999999706e-01,1.439939999999999970e-02,2.827510000000000093e-02,1.484370000000000047e-03
3.128300000000000125e+01,5.717809999999999837e-01,1.459625952241189878e-02,5.999689999999999745e-01,1.452110000000000033e-02,2.818800000000000125e-02,1.479339999999999995e-03
3.143939999999999912e+01,5.736847999999999947e-01,1.459771487741831457e-02,6.031379999999999519e-01,1.451969999999999997e-02,2.945319999999999883e-02,1.507180000000000108e-03
3.159659999999999869e+01,5.482957000000000525e-01,1.426608108658085523e-02,5.783000000000000362e-01,1.418499999999999969e-02,3.000430000000000111e-02,1.518830000000000093e-03
3.175459999999999994e+01,5.659789999999998988e-01,1.444913421295892023e-02,5.948949999999999516e-01,1.437259999999999927e-02,2.891600000000000073e-02,1.485210000000000046e-03
3.191339999999999932e+01,6.023106000000000293e-01,1.483853760600753989e-02,6.312670000000000226e-01,1.476399999999999935e-02,2.895640000000000019e-02,1.485430000000000040e-03
3.207289999999999708e+01,5.735455999999999888e-01,1.442719010219592479e-02,6.003349999999999520e-01,1.435660000000000061e-02,2.678940000000000141e-02,1.425430000000000100e-03
3.223329999999999984e+01,5.989541000000000448e-01,1.472654583735099644e-02,6.280229999999999979e-01,1.465179999999999955e-02,2.906890000000000168e-02,1.481859999999999991e-03
3.239450000000000074e+01,6.238755999999999746e-01,1.496844609626864393e-02,6.514429999999999943e-01,1.489919999999999960e-02,2.756739999999999885e-02,1.438129999999999921e-03
3.255639999999999645e+01,6.312978999999999674e-01,1.501697656294701672e-02,6.592810000000000059e-01,1.494739999999999958e-02,2.798310000000000033e-02,1.443889999999999974e-03
3.271920000000000073e+01,6.082865000000000633e-01,1.472270015285579402e-02,6.353950000000000431e-01,1.465430000000000031e-02,2.710850000000000065e-02,1.417529999999999962e-03
3.288280000000000314e+01,6.331193999999999988e-01,1.498962717482993194e-02,6.617009999999999836e-01,1.491849999999999947e-02,2.858159999999999867e-02,1.458520000000000042e-03
3.304719999999999658e+01,6.008017000000001051e-01,1.457530594541329126e-02,6.282680000000000486e-01,1.450530000000000048e-02,2.746629999999999905e-02,1.426820000000000085e-03
3.321249999999999858e+01,6.542989999999999640e-01,1.516964206730007231e-02,6.839439999999999964e-01,1.509740000000000040e-02,2.964500000000000121e-02,1.478699999999999893e-03
3.337850000000000250e+01,6.493619000000000474e-01,1.507378218298247897e-02,6.788180000000000325e-01,1.500210000000000085e-02,2.945609999999999895e-02,1.468300000000000074e-03
3.354540000000000077e+01,6.429348999999999759e-01,1.498938034991440134e-02,6.731000000000000316e-01,1.491589999999999930e-02,3.016510000000000025e-02,1.482379999999999939e-03
3.371320000000000050e+01,6.591825000000000045e-01,1.509586949818061789e-02,6.862120000000000442e-01,1.503069999999999927e-02,2.702950000000000144e-02,1.401190000000000074e-03
3.388170000000000215e+01,6.685723000000000082e-01,1.519608013018159710e-02,6.974540000000000184e-01,1.512709999999999923e-02,2.888169999999999973e-02,1.446269999999999934e-03
3.405109999999999815e+01,6.758680000000000243e-01,1.525456255143358732e-02,7.060239999999999849e-01,1.518309999999999972e-02,3.015599999999999878e-02,1.474840000000000048e-03
3.422140000000000271e+01,6.645090999999999637e-01,1.503963858442416111e-02,6.914339999999999931e-01,1.497549999999999923e-02,2.692490000000000161e-02,1.387489999999999904e-03
3.439249999999999829e+01,6.833848000000000145e-01,1.523117610961477811e-02,7.118630000000000235e-01,1.516449999999999916e-02,2.847819999999999865e-02,1.423610000000000066e-03
3.456450000000000244e+01,6.816019000000000938e-01,1.520079330356149429e-02,7.105860000000000509e-01,1.513259999999999952e-02,2.898409999999999875e-02,1.438239999999999918e-03
3.473729999999999762e+01,6.972222000000000142e-01,1.532496806089983336e-02,7.256230000000000180e-01,1.525920000000000054e-02,2.840080000000000035e-02,1.418259999999999963e-03
3.491100000000000136e+01,6.827467000000000397e-01,1.511157699409297270e-02,7.089389999999999858e-01,1.505049999999999964e-02,2.619230000000000169e-02,1.357279999999999988e-03
3.508550000000000324e+01,7.025876000000000898e-01,1.530918146603534036e-02,7.305120000000000502e-01,1.524539999999999923e-02,2.792439999999999853e-02,1.396000000000000105e-03
3.526089999999999947e+01,6.866991999999999541e-01,1.507523256133715649e-02,7.139919999999999600e-01,1.501210000000000044e-02,2.729279999999999901e-02,1.378220000000000096e-03
3.543730000000000047e+01,7.013590999999999021e-01,1.521525665286327031e-02,7.295509999999999495e-01,1.515090000000000013e-02,2.819189999999999890e-02,1.397950000000000017e-03
3.561440000000000339e+01,7.188692999999999333e-01,1.536251707313941554e-02,7.456019999999999870e-01,1.530240000000000072e-02,2.673270000000000160e-02,1.357750000000000016e-03
3.579249999999999687e+01,7.264817000000000080e-01,1.540021616512248816e-02,7.529660000000000242e-01,1.534089999999999933e-02,2.648429999999999881e-02,1.350349999999999944e-03
3.597149999999999892e+01,7.597946999999999340e-01,1.572970358908266225e-02,7.898629999999999818e-01,1.566419999999999965e-02,3.006829999999999919e-02,1.434020000000000043e-03
3.615129999999999910e+01,7.521322999999999759e-01,1.561199843661598662e-02,7.806499999999999551e-01,1.554960000000000023e-02,2.851769999999999999e-02,1.394430000000000105e-03
3.633209999999999695e+01,7.261765999999999499e-01,1.533911377935831197e-02,7.555319999999999814e-01,1.527419999999999993e-02,2.935540000000000024e-02,1.409689999999999901e-03
3.651370000000000005e+01,7.634552000000000005e-01,1.566487033589489958e-02,7.922569999999999890e-01,1.560250000000000005e-02,2.880179999999999893e-02,1.396480000000000074e-03
3.669630000000000081e+01,8.035059999999999425e-01,1.600421311612664280e-02,8.322209999999999885e-01,1.594370000000000162e-02,2.871500000000000094e-02,1.390420000000000067e-03
3.687980000000000302e+01,8.158273000000000330e-01,1.611169770343584898e-02,8.459090000000000220e-01,1.604910000000000017e-02,3.008169999999999941e-02,1.418870000000000027e-03
3.706419999999999959e+01,8.130351000000000106e-01,1.605431897912832501e-02,8.435989999999999878e-01,1.599060000000000065e-02,3.056390000000000148e-02,1.428940000000000071e-03
3.724949999999999761e+01,8.097288999999999737e-01,1.596739442673412654e-02,8.376329999999999609e-01,1.590930000000000122e-02,2.790410000000000112e-02,1.360829999999999939e-03
3.743580000000000041e+01,7.991241999999999512e-01,1.582622614509220094e-02,8.279579999999999718e-01,1.576579999999999995e-02,2.883379999999999971e-02,1.381660000000000050e-03
3.762290000000000134e+01,8.268735999999999864e-01,1.606542497921857257e-02,8.574749999999999872e-01,1.600230000000000055e-02,3.060140000000000082e-02,1.422770000000000068e-03
3.781110000000000326e+01,8.163191000000000752e-01,1.592512264827181806e-02,8.457120000000000193e-01,1.586419999999999844e-02,2.939289999999999958e-02,1.391649999999999918e-03
3.800010000000000332e+01,8.149423000000000084e-01,1.589782080679298659e-02,8.465380000000000127e-01,1.583259999999999876e-02,3.159569999999999740e-02,1.438569999999999910e-03
3.819010000000000105e+01,8.388982000000000383e-01,1.608413663613934841e-02,8.695730000000000404e-01,1.602179999999999924e-02,3.067479999999999860e-02,1.414700000000000072e-03
3.838110000000000355e+01,8.777747000000000188e-01,1.639640859121289235e-02,9.093259999999999676e-01,1.633379999999999901e-02,3.155129999999999740e-02,1.431500000000000047e-03
3.857300000000000040e+01,8.726456999999999686e-01,1.632120366946323078e-02,9.046999999999999487e-01,1.625760000000000052e-02,3.205430000000000085e-02,1.439490000000000084e-03
3.876579999999999870e+01,9.052729999999999944e-01,1.655502245157342012e-02,9.360680000000000112e-01,1.649520000000000153e-02,3.079499999999999946e-02,1.406109999999999912e-03
3.895969999999999800e+01,8.884959000000000051e-01,1.640046880779936697e-02,9.197119999999999740e-01,1.633949999999999986e-02,3.121610000000000010e-02,1.412840000000000059e-03
3.915449999999999875e+01,9.101356999999999919e-01,1.655363166525400387e-02,9.425550000000000317e-01,1.649120000000000100e-02,3.241929999999999812e-02,1.436329999999999985e-03
3.935020000000000095e+01,9.089986999999999373e-01,1.649006654784631112e-02,9.397039999999999837e-01,1.643079999999999888e-02,3.070530000000000134e-02,1.396820000000000006e-03
3.954699999999999704e+01,9.253630000000000466e-01,1.660871524882042219e-02,9.564259999999999984e-01,1.654939999999999883e-02,3.106300000000000033e-02,1.402419999999999925e-03
3.974470000000000169e+01,9.047796000000000172e-01,1.638262485569696655e-02,9.350450000000000150e-01,1.632420000000000052e-02,3.026540000000000133e-02,1.382350000000000072e-03
3.994339999999999691e+01,9.397402000000000255e-01,1.664901290380003604e-02,9.697489999999999721e-01,1.659230000000000080e-02,3.000879999999999867e-02,1.373029999999999910e-03
4.014320000000000022e+01,9.485047000000000894e-01,1.671149142305677210e-02,9.815930000000000488e-01,1.664969999999999992e-02,3.308830000000000104e-02,1.435770000000000058e-03
4.034389999999999787e+01,9.708738000000000090e-01,1.686089659087262535e-02,1.004029999999999978e+00,1.679960000000000134e-02,3.315619999999999679e-02,1.436409999999999944e-03
4.054560000000000031e+01,9.760947000000000928e-01,1.684436329356500325e-02,1.006080000000000085e+00,1.678910000000000124e-02,2.998529999999999945e-02,1.363339999999999995e-03
4.074830000000000041e+01,9.942984000000000266e-01,1.696368061179235817e-02,1.024510000000000032e+00,1.690869999999999873e-02,3.021160000000000165e-02,1.364669999999999902e-03
4.095210000000000150e+01,1.008293300000000059e+00,1.701325878629958432e-02,1.036990000000000078e+00,1.696140000000000148e-02,2.869669999999999860e-02,1.327360000000000085e-03
4.115679999999999694e+01,1.019137299999999913e+00,1.711758179511346789e-02,1.052179999999999893e+00,1.705840000000000134e-02,3.304270000000000124e-02,1.422180000000000102e-03
4.136260000000000048e+01,1.007547600000000099e+00,1.695700929859095263e-02,1.037930000000000019e+00,1.690250000000000086e-02,3.038240000000000038e-02,1.358550000000000035e-03
4.156940000000000168e+01,1.037289099999999964e+00,1.717979025788440861e-02,1.068840000000000012e+00,1.712419999999999914e-02,3.155089999999999978e-02,1.380930000000000048e-03
4.177729999999999677e+01,1.028267999999999960e+00,1.707449261780858915e-02,1.060100000000000042e+00,1.701820000000000069e-02,3.183199999999999918e-02,1.385340000000000096e-03
4.198619999999999663e+01,1.052251899999999907e+00,1.723045306644314587e-02,1.085309999999999997e+00,1.717269999999999908e-02,3.305809999999999998e-02,1.409569999999999964e-03
4.219610000000000127e+01,1.091497500000000009e+00,1.752196404095442833e-02,1.126309999999999922e+00,1.746230000000000004e-02,3.481250000000000316e-02,1.444750000000000071e-03
4.240709999999999980e+01,1.068758399999999886e+00,1.731627145548660096e-02,1.103739999999999943e+00,1.725600000000000050e-02,3.498160000000000158e-02,1.443510000000000062e-03
4.261910000000000309e+01,1.066696300000000042e+00,1.723600476296348674e-02,1.099099999999999966e+00,1.718000000000000083e-02,3.240370000000000056e-02,1.388329999999999903e-03
4.283220000000000027e+01,1.075125300000000061e+00,1.725829436033874190e-02,1.107269999999999976e+00,1.720340000000000064e-02,3.214469999999999827e-02,1.375410000000000087e-03
4.304639999999999844e+01,1.062584999999999891e+00,1.714304731121045824e-02,1.097169999999999979e+00,1.708350000000000146e-02,3.458499999999999769e-02,1.427620000000000104e-03
4.326160000000000139e+01,1.105126899999999912e+00,1.741436409186680745e-02,1.136749999999999927e+00,1.736120000000000024e-02,3.162310000000000121e-02,1.359710000000000085e-03
4.347789999999999822e+01,1.129135999999999918e+00,1.756058407349823935e-02,1.160919999999999952e+00,1.750770000000000104e-02,3.178399999999999975e-02,1.361819999999999914e-03
4.369530000000000314e+01,1.129594399999999998e+00,1.751916570145108445e-02,1.160779999999999923e+00,1.746730000000000158e-02,3.118560000000000082e-02,1.347069999999999908e-03
4.391380000000000194e+01,1.117049399999999970e+00,1.741185420946316301e-02,1.151110000000000078e+00,1.735520000000000118e-02,3.406060000000000337e-02,1.403460000000000037e-03
