X_cm-1,subtracted_Y,subtracted_E,loaded_raw_Y,loaded_raw_E,empty_smoothed_Y,empty_smoothed_E
-9.819800000000000750e+00,4.884920000000003704e-02,1.033304233832417832e-02,2.543960000000000110e-01,9.072240000000000512e-03,2.055467999999999740e-01,4.946334536603847441e-03
-9.698819999999999553e+00,3.987260000000000804e-02,1.039770039422660032e-02,2.545270000000000032e-01,9.085009999999999267e-03,2.146543999999999952e-01,5.057150065797929445e-03
-9.577830000000000510e+00,3.528260000000002505e-02,1.037436669573617819e-02,2.521829999999999905e-01,9.042939999999999312e-03,2.169003999999999655e-01,5.084557059764399992e-03
-9.456849999999999312e+00,3.089119999999997979e-02,1.035698850508196683e-02,2.500890000000000057e-01,9.007180000000000047e-03,2.191978000000000260e-01,5.112525730204201500e-03
-9.335869999999999891e+00,3.658640000000001891e-02,1.045315095335372889e-02,2.562269999999999825e-01,9.114199999999999385e-03,2.196405999999999636e-01,5.118566519407557504e-03
-9.214880000000000848e+00,3.829279999999996020e-02,1.061103868563299454e-02,2.637249999999999872e-01,9.256640000000000007e-03,2.254322000000000270e-01,5.187365217371916679e-03
-9.093899999999999650e+00,4.519259999999999944e-02,1.082085123428374283e-02,2.753530000000000144e-01,9.466409999999999755e-03,2.301604000000000150e-01,5.241936965130351497e-03
-8.972920000000000229e+00,4.258699999999998598e-02,1.080745371532536303e-02,2.742189999999999905e-01,9.440950000000000036e-03,2.316320000000000046e-01,5.260182402388723436e-03
-8.851940000000000808e+00,4.116920000000001689e-02,1.084516083679721091e-02,2.756640000000000201e-01,9.464659999999999740e-03,2.344948000000000032e-01,5.295066067614265064e-03
-8.730949999999999989e+00,1.531499999999999528e-02,1.041552427592581584e-02,2.482600000000000084e-01,8.978899999999999729e-03,2.329450000000000132e-01,5.278494172811029270e-03
-8.609970000000000567e+00,3.234500000000001263e-02,1.058101644240760052e-02,2.609980000000000078e-01,9.198970000000000757e-03,2.286529999999999951e-01,5.228466304146943064e-03
-8.488989999999999370e+00,4.238180000000002501e-02,1.063130927492940414e-02,2.658320000000000127e-01,9.290339999999999362e-03,2.234501999999999877e-01,5.168589709350124121e-03
-8.368000000000000327e+00,4.964440000000000519e-02,1.064532732457297397e-02,2.683869999999999867e-01,9.336789999999999326e-03,2.187425999999999815e-01,5.113447598558138948e-03
-8.247019999999999129e+00,6.744639999999998969e-02,1.068643444165077831e-02,2.751089999999999924e-01,9.454729999999999732e-03,2.076626000000000027e-01,4.980759149246226890e-03
-8.126039999999999708e+00,5.488560000000000660e-02,1.052015541949832649e-02,2.638960000000000194e-01,9.256959999999999841e-03,2.090104000000000128e-01,4.998235849657356802e-03
-8.005050000000000665e+00,6.920200000000001350e-02,1.068335906769027344e-02,2.755210000000000159e-01,9.458559999999999537e-03,2.063190000000000024e-01,4.966870613937915228e-03
-7.884070000000000356e+00,6.036379999999999524e-02,1.054902500039221584e-02,2.672789999999999888e-01,9.302470000000000183e-03,2.069151999999999936e-01,4.974533179907437638e-03
-7.763090000000000046e+00,7.529379999999996631e-02,1.082365972423375740e-02,2.844639999999999946e-01,9.599579999999999919e-03,2.091702000000000283e-01,4.999967364853494765e-03
